# Pinned outcome per hashcat mode for TestHashcatConformance.
# A mode recorded as CRACKED here must keep cracking: the test fails if it
# stops. Any other value is a known gap and is free to improve.
# Regenerate deliberately with:
#   go test ./cmd/hashsmith -run TestHashcatConformance -args -update-conformance-baseline
19600	CRACKED
19700	CRACKED
19800	CRACKED
19900	CRACKED
20011	NO-SUCH-MODE
20012	NO-SUCH-MODE
20013	NO-SUCH-MODE
20200	CRACKED
20300	CRACKED
20400	CRACKED
20500	NO-SUCH-MODE
20510	NO-SUCH-MODE
20600	CRACKED
20710	CRACKED
20711	CRACKED
20712	CRACKED
20720	CRACKED
20730	CRACKED
20800	CRACKED
20900	CRACKED
21000	CRACKED
21100	CRACKED
21200	CRACKED
21300	CRACKED
21310	CRACKED
21400	CRACKED
21420	CRACKED
21500	CRACKED
21501	CRACKED
21600	CRACKED
21700	NO-SUCH-MODE
21800	NO-SUCH-MODE
21900	CRACKED
22100	CRACKED
22200	CRACKED
22300	CRACKED
22301	CRACKED
22400	CRACKED
22500	CRACKED
22600	CRACKED
22700	NO-SUCH-MODE
22800	CRACKED
22911	CRACKED
22921	CRACKED
22931	CRACKED
22941	CRACKED
22951	CRACKED
23001	NO-SUCH-MODE
23002	NO-SUCH-MODE
23003	NO-SUCH-MODE
23100	CRACKED
23200	CRACKED
23300	NO-SUCH-MODE
23400	CRACKED
23500	NO-SUCH-MODE
23600	NO-SUCH-MODE
23700	NO-SUCH-MODE
23900	NO-SUCH-MODE
24000	NO-SUCH-MODE
24100	CRACKED
24200	CRACKED
24300	CRACKED
24410	CRACKED
24420	CRACKED
24500	CRACKED
24600	NO-SUCH-MODE
24700	NO-SUCH-MODE
24800	CRACKED
24900	CRACKED
24901	CRACKED
25000	CRACKED
25100	CRACKED
25200	CRACKED
25300	CRACKED
25400	NO-SUCH-MODE
25500	CRACKED
25600	CRACKED
25700	CRACKED
25800	CRACKED
25900	CRACKED
26000	NO-SUCH-MODE
26100	NO-SUCH-MODE
26200	CRACKED
26300	CRACKED
26401	CRACKED
26402	CRACKED
26403	CRACKED
26500	NO-SUCH-MODE
26600	CRACKED
26610	CRACKED
26700	CRACKED
26800	CRACKED
26900	CRACKED
27000	CRACKED
27100	CRACKED
27200	CRACKED
27300	CRACKED
27400	CRACKED
27500	CRACKED
27600	CRACKED
27700	NO-SUCH-MODE
27800	CRACKED
27900	CRACKED
28000	CRACKED
28100	NO-SUCH-MODE
28200	CRACKED
28300	CRACKED
28400	CRACKED
28501	CRACKED
28502	CRACKED
28503	CRACKED
28504	CRACKED
28505	CRACKED
28506	CRACKED
28600	CRACKED
28700	CRACKED
28800	CRACKED
28900	CRACKED
29000	CRACKED
29100	CRACKED
29200	CRACKED
29311	CRACKED
29312	CRACKED
29313	CRACKED
29321	CRACKED
29322	CRACKED
29323	CRACKED
29331	CRACKED
29332	CRACKED
29333	CRACKED
29341	CRACKED
29342	CRACKED
29343	CRACKED
29411	TIMEOUT
29412	TIMEOUT
29413	TIMEOUT
29421	CRACKED
29422	CRACKED
29423	CRACKED
29431	TIMEOUT
29432	TIMEOUT
29433	TIMEOUT
29441	CRACKED
29442	TIMEOUT
29443	TIMEOUT
29451	CRACKED
29452	CRACKED
29453	CRACKED
29461	CRACKED
29462	CRACKED
29463	CRACKED
29471	TIMEOUT
29472	TIMEOUT
29473	TIMEOUT
29481	TIMEOUT
29482	TIMEOUT
29483	TIMEOUT
29511	CRACKED
29512	CRACKED
29513	CRACKED
29521	CRACKED
29522	CRACKED
29523	CRACKED
29531	CRACKED
29532	CRACKED
29533	CRACKED
29541	CRACKED
29542	CRACKED
29543	CRACKED
29600	CRACKED
29700	CRACKED
29800	NO-SUCH-MODE
29910	NO-SUCH-MODE
29920	NO-SUCH-MODE
29930	NO-SUCH-MODE
29940	NO-SUCH-MODE
30000	CRACKED
30120	CRACKED
30420	CRACKED
30500	CRACKED
30600	CRACKED
30601	CRACKED
30700	CRACKED
30901	CRACKED
30902	CRACKED
30903	CRACKED
30904	CRACKED
30905	CRACKED
30906	CRACKED
31000	CRACKED
31100	CRACKED
31200	CRACKED
31300	CRACKED
31400	CRACKED
31500	CRACKED
31600	CRACKED
31700	CRACKED
31800	NO-SUCH-MODE
31900	NO-SUCH-MODE
32000	CRACKED
32010	CRACKED
32020	CRACKED
32030	CRACKED
32031	CRACKED
32040	CRACKED
32041	CRACKED
32050	CRACKED
32060	CRACKED
32070	CRACKED
32100	CRACKED
32200	CRACKED
32300	CRACKED
32410	CRACKED
32420	CRACKED
32500	NO-SUCH-MODE
32600	CRACKED
32700	NO-SUCH-MODE
32800	CRACKED
32900	CRACKED
33000	CRACKED
33100	CRACKED
33300	CRACKED
33400	NO-SUCH-MODE
33500	CRACKED
33501	CRACKED
33502	CRACKED
33600	CRACKED
33650	CRACKED
33660	CRACKED
33700	CRACKED
33800	CRACKED
33900	CRACKED
34000	CRACKED
34100	NO-SUCH-MODE
34200	CRACKED
34201	CRACKED
34211	CRACKED
34300	NO-SUCH-MODE
34400	CRACKED
34500	CRACKED
34600	NO-SUCH-MODE
34700	CRACKED
34800	CRACKED
34810	CRACKED
34820	CRACKED
35000	CRACKED
35100	CRACKED
35200	CRACKED
70000	CRACKED
70100	CRACKED
70200	CRACKED
72000	REJECTED
73000	REJECTED
74000	REJECTED
99999	CRACKED
