# hashcat v7.1.2 example hashes, as published by `hashcat --example-hashes`.
# One record per line: mode <TAB> name <TAB> password <TAB> hash
# Only modes whose Example.Hash.Format is 'plain' are listed.
# These are hashcat's own public test vectors; the password is always
# the one hashcat states cracks that record.
1300	SHA2-224	hashcat	e4fa1555ad877bf0ec455483371867200eee89550a93eff2f95a6198
1310	sha224($pass.$salt)	hashcat	0cf361904f4b0234cf4ade8496d8c11c04e5982db967603e82f22b2f:89452466460220844541730694146873525188525677
1320	sha224($salt.$pass)	hashcat	4258a61d3d0d5a5b6796f0ab02d081e998fe657d55d22091d3b51409:36669207
1400	SHA2-256	hashcat	127e6fbfe24a750e72930c220a8e138275656b8e5d8f48a98c3c92df2caba935
1410	sha256($pass.$salt)	hashcat	5bb7456f43e3610363f68ad6de82b8b96f3fc9ad24e9d1f1f8d8bd89638db7c0:12480864321
1411	SSHA-256(Base64), LDAP {SSHA256}	hashcat	{SSHA256}L5Wk0zPY2lmoR5pH20zngq37KkxFwgTquEhx95rxfVk3Ng==
1420	sha256($salt.$pass)	hashcat	816d1ded1d621873595048912ea3405d9d42afd3b57665d9f5a2db4d89720854:36176620
1421	hMailServer	hashcat	8fe7ca27a17adc337cd892b1d959b4e487b8f0ef09e32214f44fb1b07e461c532e9ec3
1430	sha256(utf16le($pass).$salt)	hashcat	b2d0db162e30dfef1bfd606689a3acbc213c47ef3fd11968394191886075249d:32002
1440	sha256($salt.utf16le($pass))	hashcat	84ebe1bc3d59919a8c4f9337d66bd163661586c828b24b8067a27a6dc4228c64:05662
1441	Episerver 6.x >= .NET 4	hashcat	$episerver$*1*NDg1NTIz*8BFCg/YJBAuZs/wjbH3OWKe69BLr5Lao26ybpnD48Zk
1450	HMAC-SHA256 (key = $pass)	hashcat	b435ffbacea34d5eb0dbc4d69a92f0152f2cf4cd364d34c2ece322ca22d8b334:21217
1460	HMAC-SHA256 (key = $salt)	hashcat	8b9472281c36c3a693703de0e0f1ffab8fc0ecdd3bc5ead04c76dd74ef431e49:70108387805
1470	sha256(utf16le($pass))	hashcat	9e9283e633f4a7a42d3abc93701155be8afe5660da24c8758e7d3533e2f2dc82
1500	descrypt, DES (Unix), Traditional DES	hashcat	24leDr0hHfb3A
1600	Apache $apr1$ MD5, md5apr1, MD5 (APR)	hashcat	$apr1$62722340$zGjeAwVP2KwY6MtumUI1N/
1700	SHA2-512	hashcat	82a9dda829eb7f8ffe9fbe49e45d47d2dad9664fbb7adf72492e3c81ebd3e29134d9bc12212bf83c6840f10e8246b9db54a4859b7ccd0123d86e5872c1e5082f
1710	sha512($pass.$salt)	hashcat	3f749c84d00c6f94a6651b5c195c71dacae08f3cea6fed760232856cef701f7bf60d7f38a587f69f159d4e4cbe00435aeb9c8c0a4927b252d76a744e16e87e91:388026522082
1711	SSHA-512(Base64), LDAP {SSHA512}	hashcat	{SSHA512}Bz8w5q6qEtB1Nnc8b1jfTvTXVTwohWag33oghQGOtLChnkZTw/cuJaHQlLJEI3AWKZGCRyLA6Phujdxo+is7AjA2MDcyNjY1Mg==
1720	sha512($salt.$pass)	hashcat	efc5dd0e4145970917abdc311e1d4e23ba0afa9426d960cb28569f4d585cb031af5c936f57fbcb0a08368a1b302573cf582100d40bd7c632f3d8aecd1a1a8eb1:812
1722	macOS v10.7	hashcat	07543781b07e905f6f947db8ae305c248b9e12f509b41097e852e2f450e824790e677ea7397b8a9a552b1c19ecf6a6e1dd3844fa5ee5db23976962859676f7d2fb85ca94
1730	sha512(utf16le($pass).$salt)	hashcat	eefb67342d62a5d8ac84e8ae89d0f157f03749bd0427c80637003a4760feefdb36cbe11ba35ab2015b3691e2e83803178c986aa85f29e6f56938b469a31ccd7a:6576666
1731	MSSQL (2012, 2014)	hashcat	0x02003788006711b2e74e7d8cb4be96b1d187c962c5591a02d5a6ae81b3a4a094b26b7877958b26733e45016d929a756ed30d0a5ee65d3ce1970f9b7bf946e705c595f07625b1
1740	sha512($salt.utf16le($pass))	hashcat	ce77bf8a8ca9b9cf0ed67edde58ed7fafd4542ce1378fc8bd87b05656ebf92e5711517d5930c18de93a71990e77e1037423e5b64c2f293be7d859d7b6921622e:1512373
1750	HMAC-SHA512 (key = $pass)	hashcat	138c00f17a1a0363f274817c91118f019aff09f937bfdaea844280a0c0e7811267cc4735d967d8640eed1218268c1c4a76fec8f7aa551491b353829f3a654270:885142
1760	HMAC-SHA512 (key = $salt)	hashcat	7d02921299935179d509e6dd4f3d0f2944e3451ea9de3af16baead6a7297e5653577d2473a0fff743d9fe78a89bd49296114319989dc7e7870fc7f62bc96accb:114
1770	sha512(utf16le($pass))	hashcat	79bba09eb9354412d0f2c037c22a777b8bf549ab12d49b77d5b25faa839e4378d8f6fa11aceb6d9413977ae5ad5d011568bad2de4f998d75fd4ce916eda83697
1800	sha512crypt $6$, SHA512 (Unix)	hashcat	$6$72820166$U4DVzpcYxgw7MVVDGGvB2/H5lRistD5.Ah4upwENR5UtffLR4X4SxSzfREv8z6wVl0jRFX40/KnYVvK4829kD1
2000	STDOUT	hashcat	hashcat
2100	Domain Cached Credentials 2 (DCC2), MS Cache 2	hashcat	$DCC2$10240#6848#e2829c8af2232fa53797e2f0e35e4626
2400	Cisco-PIX MD5	hashcat	dRRVnUmUHXOTt9nk
2410	Cisco-ASA MD5	hashcat	YjDBNr.A0AN7DA8s:4684
2600	md5(md5($pass))	hashcat	a936af92b0ae20b1ff6c3347a72e5fbe
2611	vBulletin < v3.8.5	hashcat	28f9975808ae2bdc5847b1cda26033ea:308
2612	PHPS	hashcat	$PHPS$30353031383437363132$f02b0b2f25e5754edb04522c346ba243
2630	md5(md5($pass.$salt))	hashcat	0127eecea3120e34c8934ba3b72a390a:0
2711	vBulletin >= v3.8.5	hashcat	0844fbb2fdeda31884a7a45ec2010bb6:324410183853308365427804872426
2811	MyBB 1.2+, IPB2+ (Invision Power Board)	hashcat	022f7e02b3314f7d0968f73c00ba759f:67588
3000	LM	HASHCAT	299bd128c1101fd6
3100	Oracle H: Type (Oracle 7+)	HASHCAT	792FCB0AE31D8489:7284616727
3200	bcrypt $2*$, Blowfish (Unix)	hashcat	$2a$05$MBCzKhG1KhezLh.0LRa0Kuw12nLJtpHy6DIaU.JAnqJUDYspHC.Ou
3500	md5(md5(md5($pass)))	hashcat	9882d0778518b095917eb589f6998441
3610	md5(md5(md5($pass)).$salt)	hashcat	a0ab79f9e2b5a4434d2da61673b56362:1234
3710	md5($salt.md5($pass))	hashcat	a3aa0ae2b4a102a9974cdf40edeabee0:242812778074
3711	MediaWiki B type	hashcat	$B$2152187716$8c8b39c3602b194eeeb6cac78eea2742
3730	md5($salt1.strtoupper(md5($salt2.$pass)))	hashcat	0e1484eb061b8e9cfd81868bba1dc4a0:229381927:182719643
3800	md5($salt.$pass.$salt)	hashcat	78274b1105fb8a7c415b43ffe35ec4a9:6
3910	md5(md5($pass).md5($salt))	hashcat	d8281daba5da597503d12fe31808b4a7:283053
4010	md5($salt.md5($salt.$pass))	hashcat	82422514daaa8253be0aa43f3e263af5:7530326651137
4110	md5($salt.md5($pass.$salt))	hashcat	45b1005214e2d9472a7ad681578b2438:64268771004
4300	md5(strtoupper(md5($pass)))	hashcat	b8c385461bb9f9d733d3af832cf60b27
4400	md5(sha1($pass))	hashcat	288496df99b33f8f75a7ce4837d1b480
4410	md5(sha1($pass).$salt)	hashcat	bc8319c0220bff8a0d7f5d703114a725:34659348756345251
4420	md5(sha1($pass.$salt))	hashcat	34ebbba3e5c98f6253c160eae53da092:6224378456121050285
4430	md5(sha1($salt.$pass))	hashcat	df0e9ede5b6c7d1f1b47199f86029002:59132809201799180722359939692710461886
4500	sha1(sha1($pass))	hashcat	3db9184f5da4e463832b086211af8d2314919951
4510	sha1(sha1($pass).$salt)	hashcat	9138d472fce6fe50e2a32da4eec4ecdc8860f4d5:hashcat1
4520	sha1($salt.sha1($pass))	hashcat	59b80a295392eedb677ca377ad7bf3487928df96:136472340404074825440760227553028141804855170538
4521	Redmine	hashcat	c18e826af2a78c7b9b7261452613233417e65817:28246535720688452723483475753333
4522	PunBB	hashcat	9038129c474caa3f0de56f38db84033d0fe1d4b8:365563602032
4700	sha1(md5($pass))	hashcat	92d85978d884eb1d99a51652b1139c8279fa8663
4710	sha1(md5($pass).$salt)	hashcat	53c724b7f34f09787ed3f1b316215fc35c789504:hashcat1
4711	Huawei sha1(md5($pass).$salt)	hashcat	53c724b7f34f09787ed3f1b316215fc35c789504:hashcat1
4800	iSCSI CHAP authentication, MD5(CHAP)	hashcat	aa4aaa1d52319525023c06a4873f4c51:35343534373533343633383832343736:dc
4900	sha1($salt.$pass.$salt)	hashcat	75d280ca9a0c2ee18729603104ead576d9ca6285:347070
5000	sha1(sha1($salt.$pass.$salt))	hashcat	05ac0c544060af48f993f9c3cdf2fc03937ea35b:232725102020
5100	Half MD5	hashcat	8743b52063cd8409
5300	IKE-PSK MD5	hashcat	50503326cac6e4bd892b8257805b5a59a285f464ad3f63d...e3d30 [Truncated, use --mach for full length]
5400	IKE-PSK SHA1	hashcat	266b43c54636c062b6696b71f24b30999c98bd4c3ba57e2...45ea6 [Truncated, use --mach for full length]
5500	NetNTLMv1 / NetNTLMv1+ESS	hashcat	::5V4T:ada06359242920a500000000000000000000000000000000:0556d5297b5daa70eaffde82ef99293a3f3bb59b7c9704ea:9c23f6c094853920
5600	NetNTLMv2	hashcat	0UL5G37JOI0SX::6VB1IS0KA74:ebe1afa18b7fbfa6:aab8bf8675658dd2a939458a1077ba08:010100000000000031c8aa092510945398b9f7b7dde1a9fb00000000f7876f2b04b700
5700	Cisco-IOS type 4 (SHA256)	hashcat	2btjjy78REtmYkkW0csHUbJZOstRXoWdX1mGrmmfeHI
5720	Cisco-ISE Hashed Password (SHA256)	hashcat	465865d4226c4d9696e601f2c99b25ae2c194ec01806bafc93933331acfc1a60e8bdcca8be9fa245a5fa16029bb52480915746f47d1c539d01da7ec6f37468d1
5800	Samsung Android Password/PIN	hashcat	3edde1eb9e6679ccbc1ff3c417e8a475a2d2e279:7724368582277760
6000	RIPEMD-160	hashcat	012cb9b334ec1aeb71a9c8ce85586082467f7eb6
6050	HMAC-RIPEMD160 (key = $pass)	hashcat	4f5edca01734e03dd7e735362625a76e6bcb61b2:52355614946067
6060	HMAC-RIPEMD160 (key = $salt)	hashcat	34d8e55a2ae1e9549a291326ce2f0a8dcdc75c5c:08523202563542341
6100	Whirlpool	hashcat	7ca8eaaaa15eaa4c038b4c47b9313e92da827c06940e69947f85bc0fbef3eb8fd254da220ad9e208b6b28f6bb9be31dd760f1fdb26112d83f87d96b416a4d258
6300	AIX {smd5}	hashcat	{smd5}17800721$WkGka7tXcrfpUQS6WOQyw/
6400	AIX {ssha256}	hashcat	{ssha256}06$2715084824104660$1s/s4RZWEcvZ5VuWPXWGUfwSoG07eVSVce8F6ANJ.g4
6500	AIX {ssha512}	hashcat	{ssha512}06$4653718755856803$O04nVHL7iU9Jguy/B3Yow.veBM52irn.038Y/Ln6AMy/BG8wbU6ozSP8/W9KDZPUbhdsbl1lf8px.vKJS1S/..
6600	1Password, agilekeychain	hashcat	1000:d61a54f1efdfcf57:0000000000000000000000000...c47e9 [Truncated, use --mach for full length]
6700	AIX {ssha1}	hashcat	{ssha1}06$5586485655847243$V5f1Ff1y4dr7AWeVSSdv6N52..Y
6800	LastPass + LastPass sniffed	hashcat	02eb97e869e0ddc7dc760fc633b4b54d:100100:pmix@trash-mail.com:9b071db7b8e265d4cadd3eb65ac0864a
6900	GOST R 34.11-94	hashcat	df226c2c6dcb1d995c0299a33a084b201544293c31fc3d279530121d36bbcea9
7000	FortiGate (FortiOS)	hashcat	AK1FCIhM0IUIQVFJgcDFwLCMi7GppdwtRzMyDpFOFxdpH8=
7100	macOS v10.8+ (PBKDF2-SHA512)	hashcat	$ml$1024$24843807311321316245062714671621235760...af958 [Truncated, use --mach for full length]
7200	GRUB 2	hashcat	grub.pbkdf2.sha512.1024.03510507805003756325721...2425b [Truncated, use --mach for full length]
7300	IPMI2 RAKP HMAC-SHA1	hashcat	34373437353333363838313532323234333833333032363...ce5a2 [Truncated, use --mach for full length]
7350	IPMI2 RAKP HMAC-MD5	admin	08b017f3628b9835c748521e412429c9:f3450000df540000cdd981b0b3441be8774a61e69321291891a29a0c5fdac3f06194bd2c29fa5246000000000000000000000000000000001400
7400	sha256crypt $5$, SHA256 (Unix)	hashcat	$5$7777657035274252$XftMj84MW.New1/ViLY5V4CM4Y7EBvfETaZsCW9vcJ8
7401	MySQL $A$ (sha256crypt)	hashcat	$mysql$A$005*F9CC98CE08892924F50A213B6BC571A2C11778C5*625479393559393965414D45316477456B484F41316E64484742577A2E3162785353526B7554584647562F
7500	Kerberos 5, etype 23, AS-REQ Pre-Auth	hashcat	$krb5pa$23$user$realm$salt$5cbb0c882a2b26956e81644edbdb746326f4f5f0e947144fb3095dffe4b4b03e854fc1d631323632303636373330383333353630
7700	SAP CODVN B (BCODE)	HASHCAT	027642760180$77EC38630C08DF8D
7701	SAP CODVN B (BCODE) from RFC_READ_TABLE	HASHCAT	027642760180$77EC386300000000
7800	SAP CODVN F/G (PASSCODE)	hashcat	604020408266$32837BA7B97672BA4E5AC74767A4E6E1AE802651
7801	SAP CODVN F/G (PASSCODE) from RFC_READ_TABLE	hashcat	604020408266$32837BA7B97672BA4E5A00000000000000000000
7900	Drupal7	hashcat	$S$C20340258nzjDWpoQthrdNTR02f0pmev0K/5/Nx80WSkOQcPEQRh
8000	Sybase ASE	hashcat	0xc0071808773188715731b69bd4e310b4129913aaf657356c5bdf3c46f249ed42477b5c74af6eaac4d15a
8100	Citrix NetScaler (SHA1)	hashcat	1130725275da09ca13254957f2314a639818d44c37ef6d558
8200	1Password, cloudkeychain	hashcat	9b6933f4a1f65baf02737545efc8c1caee4c7a5a82ce3ab...8fc26 [Truncated, use --mach for full length]
8300	DNSSEC (NSEC3)	hashcat	pi6a89u8tca930h8mvolklmesefc5gmn:.fnmlbsik.net:35537886:1
8400	WBB3 (Woltlab Burning Board)	hashcat	7f8d1951fe48ae3266980c2979c141f60e4415e5:5037864764153886517871426607441768004150
8500	RACF	hashcat	$racf$*8481*6095E8FCA59F8E3E
8501	AS/400 DES	SYS1	$as400$des$*OPEN3*EC76FC0DEF5B0A83
8600	Lotus Notes/Domino 5	hashcat	3dd2e1e5ac03e230243d58b8c5ada076
8700	Lotus Notes/Domino 6	hashcat	(GDJ0nDZI8l8RJzlRbemg)
8800	Android FDE <= 4.3	hashcat	$fde$16$ca56e82e7b5a9c2fc1e3b5a7d671c2f9$16$7c1...2561f [Truncated, use --mach for full length]
8900	scrypt	hashcat	SCRYPT:16384:8:1:OTEyNzU0ODg=:Cc8SPjRH1hFQhuIPCdF51uNGtJ2aOY/isuoMlMUsJ8c=
9100	Lotus Notes/Domino 8	hashcat	(HC34tD3KtDp4oCZWmCJ4qC30mC30mC3KmC30mCcA5ovrMLH9M)
9200	Cisco-IOS $8$ (PBKDF2-SHA256)	hashcat	$8$84486783037343$pYNyVrtyMalQrZLxRi7ZLQS1Fl.jkYCgASUi5P8JNb2
9300	Cisco-IOS $9$ (scrypt)	hashcat	$9$87023684531115$phio0TBQwaO7KZ8toQFyGFyDvyOzidaypRWN0uKX0hU
9400	MS Office 2007	hashcat	$office$*2007*20*128*16*18410007331073848057180885845227*944c70a5ee6e5ab2a6a86ff54b5f621a*e6650f1f2630c27fd8fc0f5e56e2e01f99784b9f
9500	MS Office 2010	hashcat	$office$*2010*100000*128*16*34170046140146368675746031258762*de5bc114991bb3a5679a6e24320bdb09*1b72a4ddffba3dcd5395f6a5ff75b126cb832b733c298e86162028ca47a235a9
9600	MS Office 2013	hashcat	$office$*2013*100000*256*16*67805436882475302087847656644837*0c392d3b9ca889656d1e615c54f9f3c9*612b79e33b96322c3253fc8a0f314463cd76bc4efe1352f7efffca0f374f7e4b
9700	MS Office <= 2003 $0/$1, MD5 + RC4	hashcat	$oldoffice$0*55045061647456688860411218030058*e7e24d163fbd743992d4b8892bf3f2f7*493410dbc832557d3fe1870ace8397e2
9710	MS Office <= 2003 $0/$1, MD5 + RC4, collider #1	$HEX[91b2e062b9]	$oldoffice$0*55045061647456688860411218030058*e7e24d163fbd743992d4b8892bf3f2f7*493410dbc832557d3fe1870ace8397e2
9720	MS Office <= 2003 $0/$1, MD5 + RC4, collider #2	hashcat	$oldoffice$0*55045061647456688860411218030058*e7e24d163fbd743992d4b8892bf3f2f7*493410dbc832557d3fe1870ace8397e2:91b2e062b9
9800	MS Office <= 2003 $3/$4, SHA1 + RC4	hashcat	$oldoffice$3*83328705222323020515404251156288*2855956a165ff6511bc7f4cd77b9e101*941861655e73a09c40f7b1e9dfd0c256ed285acd
9810	MS Office <= 2003 $3, SHA1 + RC4, collider #1	$HEX[b8f63619ca]	$oldoffice$3*83328705222323020515404251156288*2855956a165ff6511bc7f4cd77b9e101*941861655e73a09c40f7b1e9dfd0c256ed285acd
9820	MS Office <= 2003 $3, SHA1 + RC4, collider #2	hashcat	$oldoffice$3*83328705222323020515404251156288*2855956a165ff6511bc7f4cd77b9e101*941861655e73a09c40f7b1e9dfd0c256ed285acd:b8f63619ca
9900	Radmin2	hashcat	22527bee5c29ce95373c4e0f359f079b
10000	Django (PBKDF2-SHA256)	hashcat	pbkdf2_sha256$10000$1135411628$bFYX62rfJobJ07VwrUMXfuffLfj2RDM2G6/BrTrUWkE=
10100	SipHash	hashcat	583e6f51e52ba296:2:4:47356410265714355482333327356688
10200	CRAM-MD5	hashcat	$cram_md5$MTI=$dXNlciBiOGYwNjk5MTE0YjA1Nzg4OTIyM2RmMDg0ZjgyMjQ2Zg==
10300	SAP CODVN H (PWDSALTEDHASH) iSSHA-1	hashcat	{x-issha, 1024}BnjXMqcNTwa3BzdnUOf1iAu6dw02NzU4MzE2MTA=
10400	PDF 1.1 - 1.3 (Acrobat 2 - 4)	hashcat	$pdf$1*2*40*-1*0*16*01221086741440841668371056103222*32*27c3fecef6d46a78eb61b8b4dbc690f5f8a2912bbb9afc842c12d79481568b74*32*0000000000000000000000000000000000000000000000000000000000000000
10410	PDF 1.1 - 1.3 (Acrobat 2 - 4), collider #1	$HEX[6a8aedccb7]	$pdf$1*2*40*-1*0*16*01221086741440841668371056103222*32*27c3fecef6d46a78eb61b8b4dbc690f5f8a2912bbb9afc842c12d79481568b74*32*0000000000000000000000000000000000000000000000000000000000000000
10420	PDF 1.1 - 1.3 (Acrobat 2 - 4), collider #2	hashcat	$pdf$1*2*40*-1*0*16*01221086741440841668371056103222*32*27c3fecef6d46a78eb61b8b4dbc690f5f8a2912bbb9afc842c12d79481568b74*32*0000000000000000000000000000000000000000000000000000000000000000:6a8aedccb7
10500	PDF 1.4 - 1.6 (Acrobat 5 - 8)	hashcat	$pdf$2*3*128*-4*1*16*62888255846156252261477183186121*32*6879919b1afd520bd3b7dbcc0868a0a500000000000000000000000000000000*32*0000000000000000000000000000000000000000000000000000000000000000
10510	PDF 1.3 - 1.6 (Acrobat 4 - 8) w/ RC4-40	hashcat	$pdf$1*3*40*-4*1*16*5e1f73575e1f73575e1f73575e1f7357*32*c0be424bef466277092f2a1ba0fbe506ebabe5c01db100dedc0ffeebabe5c01d*32*0ff1cedeadce110ff1cedeadce110ff1cedeadce110ff1cedeadce11babebabe
10600	PDF 1.7 Level 3 (Acrobat 9)	hashcat	$pdf$5*5*256*-1028*1*16*28562274676426582441147...00000 [Truncated, use --mach for full length]
10700	PDF 1.7 Level 8 (Acrobat 10 - 11)	hashcat	$pdf$5*6*256*-1028*1*16*62137640825124540503886...00000 [Truncated, use --mach for full length]
10800	SHA2-384	hashcat	07371af1ca1fca7c6941d2399f3610f1e392c56c6d73fddffe38f18c430a2817028dae1ef09ac683b62148a2c8757f42
10810	sha384($pass.$salt)	hashcat	ca1c843a7a336234baf9db2e10bc38824ce523402fbd7741286b1602bdf6cb869a45289bb9fb706bd404b9f3842ff729:2746460797049820734631508
10820	sha384($salt.$pass)	hashcat	63f63d7f82d4a4cb6b9ff37a6bc7c5ec39faaf9c9078551f5cbf7960e76ded87b643d37ac53c45bc544325e7ff83a1f2:93362
10830	sha384(utf16le($pass).$salt)	hashcat	3516a589d2ed4071bf5e36f22e11212b3ad9050b9094b23067103d51e99dcb25c4dc397dba8034fed11a8184acfbb699:577730514588712
10840	sha384($salt.utf16le($pass))	hashcat	316e93ea8e04de3e5a909c53d36923a31a16c1b9e89b44201d6082f87ca49c5bca53cad65f685207db3ea2ccc7ca40f8:700067651
10870	sha384(utf16le($pass))	hashcat	48e61d68e93027fae35d405ed16cd01b6f1ae66267833b4a7aa1759e45bab9bba652da2e4c07c155a3d8cf1d81f3a7e8
10900	PBKDF2-HMAC-SHA256	hashcat	sha256:1000:NjI3MDM3:vVfavLQL9ZWjg8BUMq6/FB8FtpkIGWYk
10901	RedHat 389-DS LDAP (PBKDF2-HMAC-SHA256)	hashcat	{PBKDF2_SHA256}AAAgADkxMjM2NTIzMzgzMjQ3MjI4MDAw...cJd5q [Truncated, use --mach for full length]
11000	PrestaShop	hashcat	f22cade043e7214200206dbffca49fd9:27167508161455764247627144160038845437138252877014827848
11100	PostgreSQL CRAM (MD5)	hashcat	$postgres$postgres*74402844*4e7fabaaf34d780c4a5822d28ee1c83e
11200	MySQL CRAM (SHA1)	hashcat	$mysqlna$2576670568531371763643101056213751754328*5e4be686a3149a12847caa9898247dcc05739601
11300	Bitcoin/Litecoin wallet.dat	hashcat	$bitcoin$96$c265931309b4a59307921cf054b4ec6b6e4...33388 [Truncated, use --mach for full length]
11400	SIP digest authentication (MD5)	hashcat	$sip$*72087*1215344588738747***342210558720*737232616*1215344588738747*8867133055*65600****MD5*e9980869221f9d1182c83b0d5e56a7db
11500	CRC32	hashcat	c762de4a:00000000
11600	7-Zip	hashcat	$7z$0$14$0$$11$33363437353138333138300000000000$2365089182$16$12$d00321533b483f54a523f624a5f63269
11700	GOST R 34.11-2012 (Streebog) 256-bit, big-endian	hashcat	57e9e50caec93d72e9498c211d6dc4f4d328248b48ecf46ba7abfa874f666e36
11750	HMAC-Streebog-256 (key = $pass), big-endian	hashcat	0f71c7c82700c9094ca95eee3d804cc283b538bec49428a9ef8da7b34effb3ba:08151337
11760	HMAC-Streebog-256 (key = $salt), big-endian	hashcat	d5c6b874338a492ac57ddc6871afc3c70dcfd264185a69d84cf839a07ef92b2c:08151337
